lat,lon,country,state,county,species,year,sex,sc,doy,elevation,tmax_wt,tmax_sp,tmin_wt,tmin_sp,ppt_wt,ppt_sp,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,LT_Tmax_wt,LT_Tmax_sp,LT_Tmin_wt,LT_Tmin_sp,LT_PPT_wt,LT_PPT_sp,Tmax_wt_anm,Tmax_sp_anm,Tmin_wt_anm,Tmin_sp_anm,PPT_wt_anm,PPT_sp_anm
36.14318,-109.49237,US,Arizona,Apache,Populus deltoides,2002,M,Arizona_Apache,130,1997.556884765625,4.309396743774414,12.285914611816406,-5.912695693969726,-2.120646667480469,35.339721381664276,16.40265452861786,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,5.431103717674644,11.994513990899094,-5.724663620964955,-1.2672634883260174,68.28521529817985,54.59512499283342,-1.1217069739002303,0.29140062091731167,-0.18803207300477176,-0.8533831791544515,-0.48246891765154526,-0.699558256698359
34.78092299911563,-112.02364099999998,US,Arizona,Yavapai,Populus fremontii,2010,F,Arizona_Yavapai,94,1364.084716796875,9.308271789550782,16.769964599609374,-1.3156538009643557,3.249315643310547,207.35566329956055,43.45828939974308,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,11.283236552092989,17.11710289706703,-1.1132031782198757,2.8808799652893007,109.8459051697676,67.73992771854827,-1.974964762542207,-0.3471382974576578,-0.20245062274448025,0.3684356780212461,0.8876958861515226,-0.3584538563385047
35.708667,-111.30985,US,Arizona,Coconino,Populus fremontii,2013,F,Arizona_Coconino,103,1801.40380859375,7.018668365478516,16.17181854248047,-4.221525573730469,1.1118294715881347,85.31461811065674,38.84603500366211,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,6.288391143992796,12.984271400515771,-5.089659317792472,-0.5848113600646744,79.57435122030772,60.01006150854235,0.7302772214857196,3.1875471419646964,0.8681337440620025,1.6966408316528092,0.07213714975138973,-0.3526746344338869
42.802061,-112.405525,US,Idaho,Bannock,Populus tremuloides,1986,M,Idaho_Bannock,81,1715.1043701171875,-5.938616561889648,11.597024536132812,-14.03252410888672,0.02730458378791809,155.75521087646484,143.90633392333984,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,-0.47475761577360664,6.323740436249421,-8.13756311950037,-3.782629123024579,106.2510883592751,102.4606079734674,-5.463858946116042,5.273284099883391,-5.89496098938635,3.809933706812497,0.46591638054376994,0.4045040017779807
34.561934,-111.848533,US,Arizona,Yavapai,Populus fremontii,1997,F,Arizona_Yavapai,74,1364.084716796875,12.031754302978516,20.189581298828124,0.32700016498565676,4.814341735839844,96.32535314559937,44.450867891311646,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,11.283236552092989,17.11710289706703,-1.1132031782198757,2.8808799652893007,109.8459051697676,67.73992771854827,0.7485177508855276,3.072478401761092,1.4402033432055323,1.9334617705505432,-0.12308653657386792,-0.3438010728916044
43.316667,-70.55,US,Maine,York,Populus balsamifera,1996,M,Maine_York,115,93.23247528076172,-0.4135481834411621,3.753268432617188,-6.663166809082031,-5.265732955932617,330.63904571533203,346.0263366699219,NA,NA,NA,NA,1.5431230140818384,4.5518722626341495,-5.812806678707316,-3.84740356281024,294.9502390436399,288.6763725954745,-1.9566711975230004,-0.7986038300169613,-0.8503601303747148,-1.4183293931223773,0.12099941599441028,0.19866525119051753
36.152528,-109.369984,US,Arizona,Apache,Populus deltoides,1971,F,Arizona_Apache,97,1997.556884765625,6.024135589599609,13.92731475830078,-5.653545761108399,-2.293404960632324,28.69663667678833,20.61813068389893,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,5.431103717674644,11.994513990899094,-5.724663620964955,-1.2672634883260174,68.28521529817985,54.59512499283342,0.593031871924965,1.9328007674016856,0.07111785985655583,-1.0261414723063067,-0.5797532957686488,-0.6223448396426343
36.152528,-109.369984,US,Arizona,Apache,Populus deltoides,1971,M,Arizona_Apache,97,1997.556884765625,6.024135589599609,13.92731475830078,-5.653545761108399,-2.293404960632324,28.69663667678833,20.61813068389893,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,5.431103717674644,11.994513990899094,-5.724663620964955,-1.2672634883260174,68.28521529817985,54.59512499283342,0.593031871924965,1.9328007674016856,0.07111785985655583,-1.0261414723063067,-0.5797532957686488,-0.6223448396426343
36.809203,-104.937314,US,New Mexico,Colfax,Populus deltoides,1997,F,New Mexico_Colfax,170,2208.532470703125,6.143860626220703,12.427999114990234,-7.395407867431641,-3.8013687133789063,48.866156578063965,114.54026293754578,6.2.14,Southern Rockies,6.2,WESTERN CORDILLERA,4.0582294283276905,10.07606936222365,-8.320836568282822,-4.485650241595355,33.05882294700307,100.5548729428123,2.0856311978930124,2.351929752766583,0.9254287008511808,0.6842815282164487,0.478157787299378,0.1390821706143199
43.599385,-111.473846,US,Idaho,Bonneville,Populus trichocarpa,1986,M,Idaho_Bonneville,123,1859.0692138671875,-5.56761589050293,9.8249267578125,-14.320919799804688,-1.0547412872314452,127.7719783782959,131.4164581298828,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-1.391047607526435,5.143380988145076,-9.53846436128778,-5.232978769911437,96.0223300348702,99.10589176402372,-4.176568282976495,4.681545769667425,-4.782455438516909,4.178237482679991,0.3306485932167643,0.32602064106130263
60.278183,-149.345405,US,Alaska,Kenai Peninsula,Populus trichocarpa,1975,F,Alaska_Kenai Peninsula,176,600.19921875,-7.090747833251953,-4.418935012817383,-11.995227813720703,-12.16015625,324.20829010009766,282.8809471130371,7.1.4,Pacific Coastal Mountains,7.1,MARINE WEST COAST FOREST,-6.33969651490955,-2.7399061633821784,-11.064322573774952,-9.064109891041989,276.3882044077728,207.451868835898,-0.7510513183424035,-1.6790288494352046,-0.9309052399457514,-3.096046358958013,0.17301782395088366,0.36359796949723433
37.469449,-105.870022,US,Colorado,Alamosa,Populus tremuloides,1951,M,Colorado_Alamosa,110,2367.69482421875,6.168979263305664,6.834832763671875,-9.914064025878906,-9.2986083984375,22.718127012252808,41.88077640533447,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,2.384711153111106,7.9043448744701745,-12.01883877964343,-7.447907201943276,24.133134200482043,51.83681450515234,3.7842681101945583,-1.0695121107983,2.1047747537645236,-1.8507011964942237,-0.05863337834507098,-0.19206500620959807
44.49082,-103.85937,US,South Dakota,Lawrence,Populus alba,1946,M,South Dakota_Lawrence,93,1525.0045166015625,-3.9018138885498046,10.024797058105468,-11.751805877685548,-3.57668342590332,38.25824165344238,321.96191787719727,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-1.440817124560727,4.7208269245484304,-10.360316569441457,-7.266097758637756,68.0694138582278,187.17331942309852,-2.4609967639890775,5.303970133557038,-1.3914893082440931,3.6894143327344366,-0.4379525327906439,0.720127200124148
44.49082,-103.85937,US,South Dakota,Lawrence,Populus balsamifera,1947,F,South Dakota_Lawrence,127,1525.0045166015625,0.7856534004211426,0.9103144645690918,-9.04208526611328,-9.9725799560546875,70.29351425170898,131.79344367980957,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-1.440817124560727,4.7208269245484304,-10.360316569441457,-7.266097758637756,68.0694138582278,187.17331942309852,2.2264705249818695,-3.8105124599793383,1.3182313033281758,-2.706482197416931,0.03267400536331113,-0.29587483896732497
44.38071,-103.71972,US,South Dakota,Lawrence,Populus balsamifera,1947,M,South Dakota_Lawrence,118,1525.0045166015625,0.7856534004211426,0.9103144645690918,-9.04208526611328,-9.9725799560546875,70.29351425170898,131.79344367980957,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-1.440817124560727,4.7208269245484304,-10.360316569441457,-7.266097758637756,68.0694138582278,187.17331942309852,2.2264705249818695,-3.8105124599793383,1.3182313033281758,-2.706482197416931,0.03267400536331113,-0.29587483896732497
45.407805,-103.227284,US,South Dakota,Harding,Populus tremuloides,2007,F,South Dakota_Harding,128,937.66278076171875,2.506942558288574,11.17424774169922,-7.774082183837891,-1.8970760345458983,21.573827028274536,160.6842746734619,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,-1.185273660605741,5.414851389912998,-9.358463932619255,-5.920928840196432,31.075247481071344,114.72418370274936,3.6922162188943153,5.759396351786222,1.5843817487813665,4.0238528056505345,-0.3057552625633744,0.4006137981316585
44.67111,-104.09652,US,South Dakota,Butte,Populus deltoides,1978,F,South Dakota_Butte,141,919.7757568359376,-2.690836715698242,6.8785346984863285,-9.52921142578125,-3.658768844604493,58.81276798248291,178.95234537124634,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,0.4360330832206604,6.933616012259693,-8.206571448374602,-4.888905281179091,37.793093252323445,136.65735080069854,-3.1268697989189023,-0.05508131377336411,-1.3226399774066486,1.230136436574598,0.5561776748418765,0.30949666682936755
44.500123,-103.867266,US,South Dakota,Lawrence,Populus tremuloides,1952,F,South Dakota_Lawrence,121,1525.0045166015625,-5.472253799438477,-0.6294878959655762,-14.201629638671877,-9.980169677734375,58.76287317276001,169.83620500564575,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-1.440817124560727,4.7208269245484304,-10.360316569441457,-7.266097758637756,68.0694138582278,187.17331942309852,-4.0314366748777495,-5.350314820514007,-3.841313069230422,-2.714071919096619,-0.13672132839062015,-0.09262599216004096
33.976999999125184,-119.72499999999998,US,California,Santa Barbara,Populus balsamifera,1969,F,California_Santa Barbara,90,546.47509765625,11.793244934082033,15.4286865234375,3.831997299194336,4.854129409790039,563.2764434814453,90.47066307067873,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,13.825738564184157,15.688312133019712,4.892341876272429,5.854417822060466,234.713328874102,111.79018599607636,-2.032493630102124,-0.25962560958221204,-1.060344577078093,-1.000288412270427,1.3998485564643046,-0.19071014808174597
34.59133999911783,-119.2874,US,California,Ventura,Populus fremontii,2016,F,California_Ventura,106,807.557861328125,12.94723663330078,17.035487365722656,3.318304443359375,7.270296478271485,157.89776039123535,79.93374156951904,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,13.278694514904991,15.811997312657974,3.360668056859809,4.493200570435084,229.7811588720548,102.46560524563736,-0.33145788160421397,1.2234900530646815,-0.04236361350043394,2.777095907836401,-0.31283417158168775,-0.21989684852886415
34.3989,-119.5185,US,California,Santa Barbara,Populus fremontii,1929,F,California_Santa Barbara,96,546.47509765625,13.326296997070312,15.009396362304688,4.199442672729492,4.2528533935546875,158.16580200195313,92.29792881011964,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,13.825738564184157,15.688312133019712,4.892341876272429,5.854417822060466,234.713328874102,111.79018599607636,-0.4994415671138448,-0.6789157707150242,-0.6928992035429369,-1.6015644285057782,-0.32613199786880553,-0.17436465475279622
34.90599999911421,-117.02200000000002,US,California,San Bernardino,Populus fremontii,1929,F,California_San Bernardino,95,813.9493408203125,14.5409423828125,20.915237426757813,1.750337791442871,5.596906661987305,41.687804222106934,39.32626509666443,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,14.33404326358084,20.69639878473362,2.4627074303907364,6.355978984031357,72.71577459124185,40.50920743243221,0.20689911923165916,0.2188386420241919,-0.7123696389478653,-0.7590723220440525,-0.42670205390168586,-0.0292018138775212
34.569944804383674,-119.2596686180487,US,California,Ventura,Populus fremontii,1957,F,California_Ventura,111,807.557861328125,15.55732421875,16.120843505859376,2.901917839050293,5.243481063842774,196.41323280334473,106.57340240478516,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,13.278694514904991,15.811997312657974,3.360668056859809,4.493200570435084,229.7811588720548,102.46560524563736,2.2786297038450076,0.3088461932014024,-0.458750217809516,0.7502804934076899,-0.14521611011323068,0.04008952222846216
34.421899999119816,-119.8269,US,California,Santa Barbara,Populus fremontii,2003,M,California_Santa Barbara,37,546.47509765625,13.176852416992189,16.600973510742186,6.521436309814453,6.794514465332031,208.7149279117584,132.90094566345215,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,13.825738564184157,15.688312133019712,4.892341876272429,5.854417822060466,234.713328874102,111.79018599607636,-0.648886147191968,0.9126613777224736,1.629094433542024,0.9400966432715654,-0.11076661511749472,0.18884269204200735
36.440398,-118.086284,US,California,Inyo,Populus balsamifera,1971,F,California_Inyo,110,1275.0098876953125,8.242961883544922,16.77483215332031,-0.6229183673858643,2.2524967193603516,26.563204526901245,44.135051012039185,10.2.1,Mojave Basin and Range,10.2,WARM DESERTS,10.018891835616808,16.28854863142767,-0.9120853959630096,3.2787434679319887,62.36384273299726,37.46576453923177,-1.775929952071886,0.48628352189264135,0.28916702857714527,-1.0262467485716371,-0.5740608121178777,0.17801015286432392
34.261389,-117.469167,US,California,San Bernardino,Populus fremontii,1993,F,California_San Bernardino,67,813.9493408203125,11.84160919189453,22.49119873046875,1.4130189895629883,8.073017120361328,238.14383697509768,22.05038022994995,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,14.33404326358084,20.69639878473362,2.4627074303907364,6.355978984031357,72.71577459124185,40.50920743243221,-2.4924340716863096,1.794799945735129,-1.049688440827748,1.717038136329971,2.2749955331395255,-0.4556699173458495
34.44699999911951,-119.297,US,California,Ventura,Populus fremontii,1992,F,California_Ventura,81,807.557861328125,13.82671661376953,15.240553283691408,3.098428726196289,5.9676155090332035,336.8780288696289,109.14600658416748,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,13.278694514904991,15.811997312657974,3.360668056859809,4.493200570435084,229.7811588720548,102.46560524563736,0.5480220988645375,-0.5714440289665657,-0.2622393306635198,1.4744149385981196,0.46608203441609014,0.06519652445828461
34.584899999117894,-119.2681,US,California,Ventura,Populus fremontii,1977,F,California_Ventura,84,807.557861328125,16.31424560546875,15.23135223388672,2.611398124694824,2.4749691009521486,116.59384393692018,68.31263375282288,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,13.278694514904991,15.811997312657974,3.360668056859809,4.493200570435084,229.7811588720548,102.46560524563736,3.0355510905637555,-0.5806450787712532,-0.7492699321649847,-2.0182314694829353,-0.49258744925278586,-0.33331156743709955
35.80380122697673,-120.74361586885176,US,California,Monterey,Populus fremontii,1993,F,California_Monterey,78,434.4049377441406,12.184830474853516,17.787469482421876,3.171435546875,8.063428497314453,499.21728515625,105.91351699829102,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",11.1,MEDITERRANEAN CALIFORNIA,13.104268135458735,15.919133963705113,3.387656359915007,5.282992871388669,264.4625115221739,113.86142009820232,-0.9194376606052206,1.868335518716764,-0.21622081304000673,2.780435625925784,0.887667489365097,-0.06980330205838338
34.48399999911908,-119.679,US,California,Santa Barbara,Populus fremontii,1945,F,California_Santa Barbara,123,546.47509765625,14.96959228515625,13.037962341308594,5.480842208862304,3.8602035522460936,167.63191604614258,93.21071529388428,11.1.3,Southern and Baja California Pine-Oak Mountains,11.1,MEDITERRANEAN CALIFORNIA,13.825738564184157,15.688312133019712,4.892341876272429,5.854417822060466,234.713328874102,111.79018599607636,1.1438537209720927,-2.6503497917111183,0.5885003325898754,-1.994214269814372,-0.2858014632136263,-0.1661994792892124
41.451603,-73.615902,US,New York,Putnam,Populus deltoides,2008,M,New York_Putnam,116,195.54640197753903,3.558580780029297,7.602677154541016,-2.3898199081420897,-1.2978272438049316,376.6156044006348,284.83995819091797,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,3.7407621308403503,7.1295645273032315,-3.3790593134046727,-1.6170361450439734,257.7885619454465,285.46186883878306,-0.1821813508110539,0.4731126272377848,0.989239405262583,0.3192089012390418,0.46094769123361906,-0.00217861198203085
41.452053,-73.615707,US,New York,Putnam,Populus deltoides,2007,F,New York_Putnam,123,195.54640197753903,8.382376098632813,7.775595092773438,0.6052275657653808,-2.2978271484375,182.54373931884768,369.3665580749512,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,3.7407621308403503,7.1295645273032315,-3.3790593134046727,-1.6170361450439734,257.7885619454465,285.46186883878306,4.641613967792463,0.6460305654702063,3.9842868791700536,-0.6807910033935265,-0.2918858077284367,0.2939260839897113
41.030833,-80.393333,US,Pennsylvania,Lawrence,Populus deltoides,2010,M,Pennsylvania_Lawrence,105,333.5245056152344,2.8199159622192385,10.235162353515625,-3.678334426879883,0.36413984298706054,214.4279632568359,209.61582565307617,8.1.10,Erie Drift Plain,8.1,MIXED WOOD PLAINS,3.215565213257984,7.540819381665783,-3.8178739043110506,-1.6229843446386951,192.90238615876535,253.742233871492,-0.3956492510387455,2.6943429718498413,0.13953947743116757,1.9871241876257555,0.11158792551355082,-0.1739024976061482
39.78455999907207,-79.17758,US,Pennsylvania,Somerset,Populus grandidentata,1994,F,Pennsylvania_Somerset,141,668.05865478515625,1.8376426696777344,5.828918838500977,-4.347288131713867,-2.483988952636719,321.76951599121094,388.89701080322266,8.4.2,Central Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,2.9418984069410024,7.2525923648802175,-4.242465785075042,-1.9562134167176324,239.15261029065667,304.8235514934123,-1.104255737263268,-1.4236735263792406,-0.1048223466388256,-0.5277755359190865,0.34545684280905375,0.2758102479218286
41.718148,-78.929641,US,Pennsylvania,Mc Kean,Populus tremuloides,1970,F,Pennsylvania_Mc Kean,127,584.4097900390625,-1.9531864166259765,1.6244888305664065,-7.789974212646484,-5.4504352569580075,235.71802520751953,232.1520004272461,5.3.3,North Central Appalachians,5.3,ATLANTIC HIGHLANDS,1.2426752344531538,4.873889766796297,-5.5744678418110984,-4.319136481295112,216.99746127662013,274.53849488202263,-3.19586165107913,-3.2494009362298906,-2.215506370835386,-1.1312987756628958,0.0862708891650817,-0.1543918075058701
